uc_id,eng,phy
4,0.00000000,0.00000000
4,10.00000000,10.00000000
5,0.00000000,0.00000000
5,10.00000000,10.00000000
6,0.00000000,0.00000000
6,10.00000000,10.00000000
7,0.00000000,0.00000000
7,10.00000000,10.00000000
8,0.00000000,0.00000000
8,10.00000000,10.00000000
9,0.00000000,0.00000000
9,10.00000000,10.00000000
10,0.00000000,0.00000000
10,10.00000000,10.00000000
11,0.00000000,0.00000000
11,10.00000000,10.00000000
12,0.00000000,0.00000000
12,10.00000000,10.00000000
13,0.00000000,0.00000000
13,10.00000000,10.00000000
14,0.00000000,0.00000000
14,10.00000000,10.00000000
15,0.00000000,0.00000000
15,10.00000000,10.00000000
16,0.00000000,0.00000000
16,10.00000000,10.00000000
17,0.00000000,0.00000000
17,10.00000000,10.00000000
18,0.00000000,0.00000000
18,10.00000000,10.00000000
19,0.00000000,0.00000000
19,10.00000000,10.00000000
20,0.00000000,0.00000000
20,10.00000000,10.00000000
21,0.00000000,0.00000000
21,10.00000000,10.00000000
22,0.00000000,0.00000000
22,10.00000000,10.00000000
23,0.00000000,0.00000000
23,10.00000000,10.00000000
24,0.00000000,0.00000000
24,10.00000000,10.00000000
25,0.00000000,0.00000000
25,10.00000000,10.00000000
26,0.00000000,0.00000000
26,10.00000000,10.00000000
27,0.00000000,0.00000000
27,10.00000000,10.00000000
28,0.00000000,0.00000000
28,10.00000000,10.00000000
29,0.00000000,0.00000000
29,10.00000000,10.00000000
30,0.00000000,0.00000000
30,10.00000000,10.00000000
31,0.00000000,0.00000000
31,10.00000000,10.00000000
32,0.00000000,0.00000000
32,10.00000000,10.00000000
33,0.00000000,0.00000000
33,10.00000000,10.00000000
34,0.00000000,0.00000000
34,10.00000000,10.00000000
35,0.00000000,0.00000000
35,10.00000000,10.00000000
36,0.00000000,0.00000000
36,10.00000000,10.00000000
37,0.00000000,0.00000000
37,10.00000000,10.00000000
38,0.00000000,0.00000000
38,10.00000000,10.00000000
39,0.00000000,0.00000000
39,10.00000000,10.00000000
40,0.00000000,0.00000000
40,10.00000000,10.00000000
41,0.00000000,0.00000000
41,10.00000000,10.00000000
42,0.00000000,0.00000000
42,10.00000000,10.00000000
43,0.00000000,0.00000000
43,10.00000000,10.00000000
44,0.00000000,0.00000000
44,10.00000000,10.00000000
45,0.00000000,0.00000000
45,10.00000000,10.00000000
179,0.00000000,0.00000000
179,10.00000000,10.00000000
