uc_id,coeff,val
114,0,0.000000
114,1,0.000077
115,0,0.000000
115,1,0.000077
116,0,0.000000
116,1,0.000077
117,0,0.000000
117,1,0.000077
118,0,0.000000
118,1,0.000077
119,0,0.000000
119,1,0.000077
120,0,0.000000
120,1,0.000077
121,0,0.000000
121,1,0.000077
122,0,0.000000
122,1,0.000077
123,0,0.000000
123,1,0.000077
124,0,0.000000
124,1,0.000077
125,0,0.000000
125,1,0.000077
126,0,0.000000
126,1,0.000077
127,0,0.000000
127,1,0.000077
128,0,0.000000
128,1,0.000077
129,0,0.000000
129,1,0.000077
130,0,0.000000
130,1,0.000077
131,0,0.000000
131,1,0.000077
132,0,0.000000
132,1,0.000077
133,0,0.000000
133,1,0.000077
134,0,0.000000
134,1,0.000077
135,0,0.000000
135,1,0.000077
136,0,0.000000
136,1,0.000077
137,0,0.000000
137,1,0.000077
138,0,0.000000
138,1,0.000077
139,0,0.000000
139,1,0.000077
140,0,0.000000
140,1,0.000077
141,0,0.000000
141,1,0.000077
142,0,0.000000
142,1,0.000077
143,0,0.000000
143,1,0.000077
144,0,0.000000
144,1,0.000077
145,0,0.000000
145,1,0.000077
146,0,0.000000
146,1,0.000077
147,0,0.000000
147,1,0.000077
148,0,0.000000
148,1,0.000077
149,0,0.000000
149,1,0.000077
150,0,0.000000
150,1,0.000077
151,0,0.000000
151,1,0.000077
152,0,0.000000
152,1,0.000077
153,0,0.000000
153,1,0.000077
154,0,0.000000
154,1,0.000077
155,0,0.000000
155,1,0.000077
156,0,0.000000
156,1,0.000077
157,0,0.000000
157,1,0.000077
158,0,0.000000
158,1,0.000077
159,0,0.000000
159,1,0.000077
160,0,0.000000
160,1,0.000077
161,0,0.000000
161,1,0.000077
162,0,0.000000
162,1,0.000077
163,0,0.000000
163,1,0.000077
164,0,0.000000
164,1,0.000077
165,0,0.000000
165,1,0.000077
166,0,0.000000
166,1,0.000077
167,0,0.000000
167,1,0.000077
168,0,0.000000
168,1,0.000077
169,0,0.000000
169,1,0.000077
170,0,0.000000
170,1,0.000077
171,0,0.000000
171,1,0.000077
172,0,0.000000
172,1,0.000077
173,0,0.000000
173,1,0.000077
174,0,0.000000
174,1,0.000077
175,0,0.000000
175,1,0.000077
176,0,0.000000
176,1,0.000077
177,0,0.000000
177,1,0.000077
178,0,0.000000
178,1,0.000077
179,0,0.000000
179,1,0.000077
181,0,0.000000
181,1,0.000233
182,0,0.000000
182,1,1.000000
183,0,0.000000
183,1,1.000000
184,0,0.000000
184,1,1.000000
185,0,0.000000
185,1,1.000000
186,0,0.000000
186,1,1.000000
187,0,0.000000
187,1,1.000000
188,0,0.000000
188,1,1.000000
189,0,0.000000
189,1,1.000000
190,0,0.000000
190,1,1.000000
191,0,0.000000
191,1,1.000000
192,0,0.000000
192,1,0.000077
193,0,0.000000
193,1,1.000000
194,0,0.000000
194,1,1.000000
195,0,0.000000
195,1,1.000000
196,0,0.000000
196,1,1.000000
197,0,0.000000
197,1,1.000000
198,0,0.000000
198,1,1.000000
199,0,0.000000
199,1,1.000000
200,0,0.000000
200,1,1.000000
201,0,0.000000
201,1,1.000000
202,0,0.000000
202,1,1.000000
203,0,0.000000
203,1,0.000077
204,0,0.000000
204,1,0.000077
205,0,0.000000
205,1,1.000000
206,0,0.000000
206,1,1.000000
207,0,0.000000
207,1,1.000000
208,0,0.000000
208,1,1.000000
209,0,0.000000
209,1,1.000000
210,0,0.000000
210,1,1.000000
211,0,0.000000
211,1,1.000000
212,0,0.000000
212,1,1.000000
213,0,0.000000
213,1,1.000000
214,0,0.000000
214,1,1.000000
215,0,0.000000
215,1,0.000077
216,0,0.000000
216,1,0.000077
217,0,0.000000
217,1,1.000000
218,0,0.000000
218,1,1.000000
219,0,0.000000
219,1,1.000000
220,0,0.000000
220,1,1.000000
221,0,0.000000
221,1,1.000000
222,0,0.000000
222,1,1.000000
223,0,0.000000
223,1,1.000000
224,0,0.000000
224,1,1.000000
225,0,0.000000
225,1,1.000000
226,0,0.000000
226,1,1.000000
227,0,0.000000
227,1,1.000000
228,0,0.000000
228,1,0.000077
229,0,0.000000
229,1,1.000000
230,0,0.000000
230,1,1.000000
231,0,0.000000
231,1,1.000000
232,0,0.000000
232,1,1.000000
233,0,0.000000
233,1,1.000000
234,0,0.000000
234,1,1.000000
235,0,0.000000
235,1,1.000000
236,0,0.000000
236,1,1.000000
237,0,0.000000
237,1,1.000000
238,0,0.000000
238,1,1.000000
239,0,0.000000
239,1,1.000000
240,0,0.000000
240,1,0.000077
241,0,0.000000
241,1,1.000000
242,0,0.000000
242,1,1.000000
243,0,0.000000
243,1,1.000000
244,0,0.000000
244,1,1.000000
245,0,0.000000
245,1,1.000000
246,0,0.000000
246,1,1.000000
247,0,0.000000
247,1,1.000000
248,0,0.000000
248,1,1.000000
249,0,0.000000
249,1,1.000000
250,0,0.000000
250,1,1.000000
251,0,0.000000
251,1,0.000077
252,0,0.000000
252,1,0.000077
253,0,0.000000
253,1,1.000000
254,0,0.000000
254,1,1.000000
255,0,0.000000
255,1,1.000000
256,0,0.000000
256,1,1.000000
257,0,0.000000
257,1,1.000000
258,0,0.000000
258,1,1.000000
259,0,0.000000
259,1,1.000000
260,0,0.000000
260,1,1.000000
261,0,0.000000
261,1,1.000000
262,0,0.000000
262,1,1.000000
263,0,0.000000
263,1,0.000077
264,0,0.000000
264,1,0.000077
265,0,0.000000
265,1,1.000000
266,0,0.000000
266,1,1.000000
267,0,0.000000
267,1,1.000000
268,0,0.000000
268,1,1.000000
269,0,0.000000
269,1,1.000000
270,0,0.000000
270,1,1.000000
271,0,0.000000
271,1,1.000000
272,0,0.000000
272,1,1.000000
273,0,0.000000
273,1,1.000000
274,0,0.000000
274,1,1.000000
275,0,0.000000
275,1,1.000000
276,0,0.000000
276,1,0.000077
277,0,0.000000
277,1,1.000000
278,0,0.000000
278,1,1.000000
279,0,0.000000
279,1,1.000000
280,0,0.000000
280,1,1.000000
281,0,0.000000
281,1,1.000000
282,0,0.000000
282,1,1.000000
283,0,0.000000
283,1,1.000000
284,0,0.000000
284,1,1.000000
285,0,0.000000
285,1,1.000000
286,0,0.000000
286,1,1.000000
287,0,0.000000
287,1,1.000000
288,0,0.000000
288,1,0.000077
289,0,0.000000
289,1,1.000000
290,0,0.000000
290,1,1.000000
291,0,0.000000
291,1,1.000000
292,0,0.000000
292,1,1.000000
293,0,0.000000
293,1,1.000000
294,0,0.000000
294,1,1.000000
295,0,0.000000
295,1,1.000000
296,0,0.000000
296,1,1.000000
297,0,0.000000
297,1,1.000000
298,0,0.000000
298,1,1.000000
299,0,0.000000
299,1,0.000077
300,0,0.000000
300,1,0.000077
301,0,0.000000
301,1,1.000000
302,0,0.000000
302,1,1.000000
303,0,0.000000
303,1,1.000000
304,0,0.000000
304,1,1.000000
305,0,0.000000
305,1,1.000000
306,0,0.000000
306,1,1.000000
307,0,0.000000
307,1,1.000000
308,0,0.000000
308,1,1.000000
309,0,0.000000
309,1,1.000000
310,0,0.000000
310,1,1.000000
311,0,0.000000
311,1,0.000077
312,0,0.000000
312,1,0.000077
313,0,0.000000
313,1,1.000000
314,0,0.000000
314,1,1.000000
315,0,0.000000
315,1,1.000000
316,0,0.000000
316,1,1.000000
317,0,0.000000
317,1,1.000000
318,0,0.000000
318,1,1.000000
319,0,0.000000
319,1,1.000000
320,0,0.000000
320,1,1.000000
321,0,0.000000
321,1,1.000000
322,0,0.000000
322,1,1.000000
323,0,0.000000
323,1,1.000000
324,0,0.000000
324,1,0.000077
325,0,0.000000
325,1,1.000000
326,0,0.000000
326,1,1.000000
327,0,0.000000
327,1,1.000000
328,0,0.000000
328,1,1.000000
329,0,0.000000
329,1,1.000000
330,0,0.000000
330,1,1.000000
331,0,0.000000
331,1,1.000000
332,0,0.000000
332,1,1.000000
333,0,0.000000
333,1,1.000000
334,0,0.000000
334,1,1.000000
335,0,0.000000
335,1,1.000000
336,0,0.000000
336,1,0.000077
337,0,0.000000
337,1,1.000000
338,0,0.000000
338,1,1.000000
339,0,0.000000
339,1,1.000000
340,0,0.000000
340,1,1.000000
341,0,0.000000
341,1,1.000000
342,0,0.000000
342,1,1.000000
343,0,0.000000
343,1,1.000000
344,0,0.000000
344,1,1.000000
345,0,0.000000
345,1,1.000000
346,0,0.000000
346,1,1.000000
347,0,0.000000
347,1,0.000077
348,0,0.000000
348,1,0.000077
349,0,0.000000
349,1,1.000000
350,0,0.000000
350,1,1.000000
351,0,0.000000
351,1,1.000000
352,0,0.000000
352,1,1.000000
353,0,0.000000
353,1,1.000000
354,0,0.000000
354,1,1.000000
355,0,0.000000
355,1,1.000000
356,0,0.000000
356,1,1.000000
357,0,0.000000
357,1,1.000000
358,0,0.000000
358,1,1.000000
359,0,0.000000
359,1,0.000077
360,0,0.000000
360,1,0.000077
361,0,0.000000
361,1,1.000000
362,0,0.000000
362,1,1.000000
363,0,0.000000
363,1,1.000000
364,0,0.000000
364,1,1.000000
365,0,0.000000
365,1,1.000000
366,0,0.000000
366,1,1.000000
367,0,0.000000
367,1,1.000000
368,0,0.000000
368,1,1.000000
369,0,0.000000
369,1,1.000000
370,0,0.000000
370,1,1.000000
371,0,0.000000
371,1,1.000000
372,0,0.000000
372,1,0.000077
373,0,0.000000
373,1,1.000000
374,0,0.000000
374,1,1.000000
375,0,0.000000
375,1,1.000000
376,0,0.000000
376,1,1.000000
377,0,0.000000
377,1,1.000000
378,0,0.000000
378,1,1.000000
379,0,0.000000
379,1,1.000000
380,0,0.000000
380,1,1.000000
381,0,0.000000
381,1,1.000000
382,0,0.000000
382,1,1.000000
383,0,0.000000
383,1,1.000000
384,0,0.000000
384,1,0.000077
385,0,0.000000
385,1,1.000000
386,0,0.000000
386,1,1.000000
387,0,0.000000
387,1,1.000000
388,0,0.000000
388,1,1.000000
389,0,0.000000
389,1,1.000000
390,0,0.000000
390,1,1.000000
391,0,0.000000
391,1,1.000000
392,0,0.000000
392,1,1.000000
393,0,0.000000
393,1,1.000000
394,0,0.000000
394,1,1.000000
395,0,0.000000
395,1,0.000077
396,0,0.000000
396,1,0.000077
397,0,0.000000
397,1,1.000000
398,0,0.000000
398,1,1.000000
399,0,0.000000
399,1,1.000000
400,0,0.000000
400,1,1.000000
401,0,0.000000
401,1,1.000000
402,0,0.000000
402,1,1.000000
403,0,0.000000
403,1,1.000000
404,0,0.000000
404,1,1.000000
405,0,0.000000
405,1,1.000000
406,0,0.000000
406,1,1.000000
407,0,0.000000
407,1,0.000077
408,0,0.000000
408,1,0.000077
409,0,0.000000
409,1,1.000000
410,0,0.000000
410,1,1.000000
411,0,0.000000
411,1,1.000000
412,0,0.000000
412,1,1.000000
413,0,0.000000
413,1,1.000000
414,0,0.000000
414,1,1.000000
415,0,0.000000
415,1,1.000000
416,0,0.000000
416,1,1.000000
417,0,0.000000
417,1,1.000000
418,0,0.000000
418,1,1.000000
419,0,0.000000
419,1,1.000000
420,0,0.000000
420,1,0.000077
421,0,0.000000
421,1,1.000000
422,0,0.000000
422,1,1.000000
423,0,0.000000
423,1,1.000000
424,0,0.000000
424,1,1.000000
425,0,0.000000
425,1,1.000000
426,0,0.000000
426,1,1.000000
427,0,0.000000
427,1,1.000000
428,0,0.000000
428,1,1.000000
429,0,0.000000
429,1,1.000000
430,0,0.000000
430,1,1.000000
431,0,0.000000
431,1,1.000000
432,0,0.000000
432,1,0.000077
433,0,0.000000
433,1,1.000000
434,0,0.000000
434,1,1.000000
435,0,0.000000
435,1,1.000000
436,0,0.000000
436,1,1.000000
437,0,0.000000
437,1,1.000000
438,0,0.000000
438,1,1.000000
439,0,0.000000
439,1,1.000000
440,0,0.000000
440,1,1.000000
441,0,0.000000
441,1,1.000000
442,0,0.000000
442,1,1.000000
443,0,0.000000
443,1,0.000077
444,0,0.000000
444,1,0.000077
445,0,0.000000
445,1,1.000000
446,0,0.000000
446,1,1.000000
447,0,0.000000
447,1,1.000000
448,0,0.000000
448,1,1.000000
449,0,0.000000
449,1,1.000000
450,0,0.000000
450,1,1.000000
451,0,0.000000
451,1,1.000000
452,0,0.000000
452,1,1.000000
453,0,0.000000
453,1,1.000000
454,0,0.000000
454,1,1.000000
455,0,0.000000
455,1,0.000077
456,0,0.000000
456,1,0.000077
457,0,0.000000
457,1,1.000000
458,0,0.000000
458,1,1.000000
459,0,0.000000
459,1,1.000000
460,0,0.000000
460,1,1.000000
461,0,0.000000
461,1,1.000000
462,0,0.000000
462,1,1.000000
463,0,0.000000
463,1,1.000000
464,0,0.000000
464,1,1.000000
465,0,0.000000
465,1,1.000000
466,0,0.000000
466,1,1.000000
467,0,0.000000
467,1,1.000000
468,0,0.000000
468,1,0.000077
469,0,0.000000
469,1,1.000000
470,0,0.000000
470,1,1.000000
471,0,0.000000
471,1,1.000000
472,0,0.000000
472,1,1.000000
473,0,0.000000
473,1,1.000000
474,0,0.000000
474,1,1.000000
475,0,0.000000
475,1,1.000000
476,0,0.000000
476,1,1.000000
477,0,0.000000
477,1,1.000000
478,0,0.000000
478,1,1.000000
479,0,0.000000
479,1,1.000000
480,0,0.000000
480,1,0.000077
481,0,0.000000
481,1,1.000000
482,0,0.000000
482,1,1.000000
483,0,0.000000
483,1,1.000000
484,0,0.000000
484,1,1.000000
485,0,0.000000
485,1,1.000000
486,0,0.000000
486,1,1.000000
487,0,0.000000
487,1,1.000000
488,0,0.000000
488,1,1.000000
489,0,0.000000
489,1,1.000000
490,0,0.000000
490,1,1.000000
491,0,0.000000
491,1,0.000077
492,0,0.000000
492,1,0.000077
493,0,0.000000
493,1,1.000000
494,0,0.000000
494,1,1.000000
495,0,0.000000
495,1,1.000000
496,0,0.000000
496,1,1.000000
497,0,0.000000
497,1,1.000000
498,0,0.000000
498,1,1.000000
499,0,0.000000
499,1,1.000000
500,0,0.000000
500,1,1.000000
501,0,0.000000
501,1,1.000000
502,0,0.000000
502,1,1.000000
503,0,0.000000
503,1,0.000077
504,0,0.000000
504,1,0.000077
505,0,0.000000
505,1,1.000000
506,0,0.000000
506,1,1.000000
507,0,0.000000
507,1,1.000000
508,0,0.000000
508,1,1.000000
509,0,0.000000
509,1,1.000000
510,0,0.000000
510,1,1.000000
511,0,0.000000
511,1,1.000000
512,0,0.000000
512,1,1.000000
513,0,0.000000
513,1,1.000000
514,0,0.000000
514,1,1.000000
515,0,0.000000
515,1,1.000000
516,0,0.000000
516,1,0.000077
517,0,0.000000
517,1,1.000000
518,0,0.000000
518,1,1.000000
519,0,0.000000
519,1,1.000000
520,0,0.000000
520,1,1.000000
521,0,0.000000
521,1,1.000000
522,0,0.000000
522,1,1.000000
523,0,0.000000
523,1,1.000000
524,0,0.000000
524,1,1.000000
525,0,0.000000
525,1,1.000000
526,0,0.000000
526,1,1.000000
527,0,0.000000
527,1,1.000000
528,0,0.000000
528,1,0.000077
529,0,0.000000
529,1,1.000000
530,0,0.000000
530,1,1.000000
531,0,0.000000
531,1,1.000000
532,0,0.000000
532,1,1.000000
533,0,0.000000
533,1,1.000000
534,0,0.000000
534,1,1.000000
535,0,0.000000
535,1,1.000000
536,0,0.000000
536,1,1.000000
537,0,0.000000
537,1,1.000000
538,0,0.000000
538,1,1.000000
539,0,0.000000
539,1,0.000077
540,0,0.000000
540,1,0.000077
541,0,0.000000
541,1,1.000000
542,0,0.000000
542,1,1.000000
543,0,0.000000
543,1,1.000000
544,0,0.000000
544,1,1.000000
545,0,0.000000
545,1,1.000000
546,0,0.000000
546,1,1.000000
547,0,0.000000
547,1,1.000000
548,0,0.000000
548,1,1.000000
549,0,0.000000
549,1,1.000000
550,0,0.000000
550,1,1.000000
551,0,0.000000
551,1,0.000077
552,0,0.000000
552,1,0.000077
553,0,0.000000
553,1,1.000000
554,0,0.000000
554,1,1.000000
555,0,0.000000
555,1,1.000000
556,0,0.000000
556,1,1.000000
557,0,0.000000
557,1,1.000000
558,0,0.000000
558,1,1.000000
559,0,0.000000
559,1,1.000000
560,0,0.000000
560,1,1.000000
561,0,0.000000
561,1,1.000000
562,0,0.000000
562,1,1.000000
563,0,0.000000
563,1,1.000000
564,0,0.000000
564,1,0.000077
565,0,0.000000
565,1,1.000000
566,0,0.000000
566,1,1.000000
567,0,0.000000
567,1,1.000000
568,0,0.000000
568,1,1.000000
569,0,0.000000
569,1,1.000000
570,0,0.000000
570,1,1.000000
571,0,0.000000
571,1,1.000000
572,0,0.000000
572,1,1.000000
573,0,0.000000
573,1,1.000000
574,0,0.000000
574,1,1.000000
575,0,0.000000
575,1,1.000000
576,0,0.000000
576,1,0.000077
577,0,0.000000
577,1,1.000000
578,0,0.000000
578,1,1.000000
579,0,0.000000
579,1,1.000000
580,0,0.000000
580,1,1.000000
581,0,0.000000
581,1,1.000000
582,0,0.000000
582,1,1.000000
583,0,0.000000
583,1,1.000000
584,0,0.000000
584,1,1.000000
585,0,0.000000
585,1,1.000000
586,0,0.000000
586,1,1.000000
587,0,0.000000
587,1,0.000077
588,0,0.000000
588,1,0.000077
589,0,0.000000
589,1,1.000000
590,0,0.000000
590,1,1.000000
591,0,0.000000
591,1,1.000000
592,0,0.000000
592,1,1.000000
593,0,0.000000
593,1,1.000000
594,0,0.000000
594,1,1.000000
595,0,0.000000
595,1,1.000000
596,0,0.000000
596,1,1.000000
597,0,0.000000
597,1,1.000000
598,0,0.000000
598,1,1.000000
599,0,0.000000
599,1,0.000077
600,0,0.000000
600,1,0.000077
601,0,0.000000
601,1,1.000000
602,0,0.000000
602,1,1.000000
603,0,0.000000
603,1,1.000000
604,0,0.000000
604,1,1.000000
605,0,0.000000
605,1,1.000000
606,0,0.000000
606,1,1.000000
607,0,0.000000
607,1,1.000000
608,0,0.000000
608,1,1.000000
609,0,0.000000
609,1,1.000000
610,0,0.000000
610,1,1.000000
611,0,0.000000
611,1,1.000000
612,0,0.000000
612,1,0.000077
613,0,0.000000
613,1,1.000000
614,0,0.000000
614,1,1.000000
615,0,0.000000
615,1,1.000000
616,0,0.000000
616,1,1.000000
617,0,0.000000
617,1,1.000000
618,0,0.000000
618,1,1.000000
619,0,0.000000
619,1,1.000000
620,0,0.000000
620,1,1.000000
621,0,0.000000
621,1,1.000000
622,0,0.000000
622,1,1.000000
623,0,0.000000
623,1,1.000000
624,0,0.000000
624,1,0.000077
625,0,0.000000
625,1,1.000000
626,0,0.000000
626,1,1.000000
627,0,0.000000
627,1,1.000000
628,0,0.000000
628,1,1.000000
629,0,0.000000
629,1,1.000000
630,0,0.000000
630,1,1.000000
631,0,0.000000
631,1,1.000000
632,0,0.000000
632,1,1.000000
633,0,0.000000
633,1,1.000000
634,0,0.000000
634,1,1.000000
635,0,0.000000
635,1,0.000077
636,0,0.000000
636,1,0.000077
637,0,0.000000
637,1,1.000000
638,0,0.000000
638,1,1.000000
639,0,0.000000
639,1,1.000000
640,0,0.000000
640,1,1.000000
641,0,0.000000
641,1,1.000000
642,0,0.000000
642,1,1.000000
643,0,0.000000
643,1,1.000000
644,0,0.000000
644,1,1.000000
645,0,0.000000
645,1,1.000000
646,0,0.000000
646,1,1.000000
647,0,0.000000
647,1,0.000077
648,0,0.000000
648,1,0.000077
649,0,0.000000
649,1,1.000000
650,0,0.000000
650,1,1.000000
651,0,0.000000
651,1,1.000000
652,0,0.000000
652,1,1.000000
653,0,0.000000
653,1,1.000000
654,0,0.000000
654,1,1.000000
655,0,0.000000
655,1,1.000000
656,0,0.000000
656,1,1.000000
657,0,0.000000
657,1,1.000000
658,0,0.000000
658,1,1.000000
659,0,0.000000
659,1,1.000000
660,0,0.000000
660,1,0.000077
661,0,0.000000
661,1,1.000000
662,0,0.000000
662,1,1.000000
663,0,0.000000
663,1,1.000000
664,0,0.000000
664,1,1.000000
665,0,0.000000
665,1,1.000000
666,0,0.000000
666,1,1.000000
667,0,0.000000
667,1,1.000000
668,0,0.000000
668,1,1.000000
669,0,0.000000
669,1,1.000000
670,0,0.000000
670,1,1.000000
671,0,0.000000
671,1,1.000000
672,0,0.000000
672,1,0.000077
673,0,0.000000
673,1,1.000000
674,0,0.000000
674,1,1.000000
675,0,0.000000
675,1,1.000000
676,0,0.000000
676,1,1.000000
677,0,0.000000
677,1,1.000000
678,0,0.000000
678,1,1.000000
679,0,0.000000
679,1,1.000000
680,0,0.000000
680,1,1.000000
681,0,0.000000
681,1,1.000000
682,0,0.000000
682,1,1.000000
683,0,0.000000
683,1,0.000077
684,0,0.000000
684,1,0.000077
685,0,0.000000
685,1,1.000000
686,0,0.000000
686,1,1.000000
687,0,0.000000
687,1,1.000000
688,0,0.000000
688,1,1.000000
689,0,0.000000
689,1,1.000000
690,0,0.000000
690,1,1.000000
691,0,0.000000
691,1,1.000000
692,0,0.000000
692,1,1.000000
693,0,0.000000
693,1,1.000000
694,0,0.000000
694,1,1.000000
695,0,0.000000
695,1,0.000077
696,0,0.000000
696,1,0.000077
697,0,0.000000
697,1,1.000000
698,0,0.000000
698,1,1.000000
699,0,0.000000
699,1,1.000000
700,0,0.000000
700,1,1.000000
701,0,0.000000
701,1,1.000000
702,0,0.000000
702,1,1.000000
703,0,0.000000
703,1,1.000000
704,0,0.000000
704,1,1.000000
705,0,0.000000
705,1,1.000000
706,0,0.000000
706,1,1.000000
707,0,0.000000
707,1,1.000000
708,0,0.000000
708,1,0.000077
709,0,0.000000
709,1,1.000000
710,0,0.000000
710,1,1.000000
711,0,0.000000
711,1,1.000000
712,0,0.000000
712,1,1.000000
713,0,0.000000
713,1,1.000000
714,0,0.000000
714,1,1.000000
715,0,0.000000
715,1,1.000000
716,0,0.000000
716,1,1.000000
717,0,0.000000
717,1,1.000000
718,0,0.000000
718,1,1.000000
719,0,0.000000
719,1,1.000000
720,0,0.000000
720,1,0.000077
721,0,0.000000
721,1,1.000000
722,0,0.000000
722,1,1.000000
723,0,0.000000
723,1,1.000000
724,0,0.000000
724,1,1.000000
725,0,0.000000
725,1,1.000000
726,0,0.000000
726,1,1.000000
727,0,0.000000
727,1,1.000000
728,0,0.000000
728,1,1.000000
729,0,0.000000
729,1,1.000000
730,0,0.000000
730,1,1.000000
731,0,0.000000
731,1,0.000077
732,0,0.000000
732,1,0.000077
733,0,0.000000
733,1,1.000000
734,0,0.000000
734,1,1.000000
735,0,0.000000
735,1,1.000000
736,0,0.000000
736,1,1.000000
737,0,0.000000
737,1,1.000000
738,0,0.000000
738,1,1.000000
739,0,0.000000
739,1,1.000000
740,0,0.000000
740,1,1.000000
741,0,0.000000
741,1,1.000000
742,0,0.000000
742,1,1.000000
743,0,0.000000
743,1,0.000077
744,0,0.000000
744,1,0.000077
745,0,0.000000
745,1,1.000000
746,0,0.000000
746,1,1.000000
747,0,0.000000
747,1,1.000000
748,0,0.000000
748,1,1.000000
749,0,0.000000
749,1,1.000000
750,0,0.000000
750,1,1.000000
751,0,0.000000
751,1,1.000000
752,0,0.000000
752,1,1.000000
753,0,0.000000
753,1,1.000000
754,0,0.000000
754,1,1.000000
755,0,0.000000
755,1,1.000000
756,0,0.000000
756,1,0.000077
