id,name,type,length
279,279,DRIFT,0.101800
280,280,BPM,0.000000
281,281,DRIFT,0.484000
282,282,BEND,0.933000
283,283,DRIFT,0.669000
284,284,DRIFT,0.005000
285,285,SEXT,0.290000
286,286,DRIFT,0.005000
287,287,DRIFT,0.196500
288,288,QUAD,0.307000
289,289,DRIFT,0.173000
290,290,BPM,0.000000
291,291,DRIFT,0.285350
292,292,QUAD,0.606300
293,293,DRIFT,0.231850
294,294,DRIFT,0.005000
295,295,SEXT,0.290000
296,296,DRIFT,0.005000
297,297,DRIFT,0.146800
298,298,QUAD,0.406400
299,299,DRIFT,1.288300
300,300,BPM,0.000000
301,301,DRIFT,0.002500
302,302,DRIFT,1.219500
303,303,DRIFT,0.050000
304,304,HCHICA,0.000000
305,305,DRIFT,0.050000
306,306,DRIFT,0.280500
307,307,DRIFT,0.150000
308,308,HTRIM,0.000000
309,309,VTRIM,0.000000
310,310,DRIFT,0.150000
311,311,DRIFT,0.977500
312,312,source,0.000000
313,313,DRIFT,0.977500
314,314,DRIFT,0.150000
315,315,HTRIM,0.000000
316,316,VTRIM,0.000000
317,317,DRIFT,0.150000
318,318,DRIFT,0.054000
319,319,DRIFT,0.050000
320,320,HCHICA,0.000000
321,321,DRIFT,0.050000
322,322,DRIFT,0.150000
323,323,HTRIM,0.000000
324,324,VTRIM,0.000000
325,325,DRIFT,0.150000
326,326,DRIFT,0.153500
327,327,source,0.000000
328,328,DRIFT,0.153500
329,329,DRIFT,0.150000
330,330,HTRIM,0.000000
331,331,VTRIM,0.000000
332,332,DRIFT,0.150000
333,333,DRIFT,0.050000
334,334,HCHICA,0.000000
335,335,DRIFT,0.050000
336,336,DRIFT,0.439000
337,337,DRIFT,0.002500
338,338,BPM,0.000000
339,339,DRIFT,1.288300
340,340,QUAD,0.406400
341,341,DRIFT,0.146800
342,342,DRIFT,0.005000
343,343,SEXT,0.290000
344,344,DRIFT,0.005000
345,345,DRIFT,0.231850
346,346,QUAD,0.606300
347,347,DRIFT,0.458350
348,348,QUAD,0.307000
349,349,DRIFT,0.196500
350,350,DRIFT,0.005000
351,351,SEXT,0.290000
352,352,DRIFT,0.005000
353,353,DRIFT,0.185000
354,354,BPM,0.000000
355,355,DRIFT,0.484000
356,356,BEND,0.933000
357,357,DRIFT,0.585800
358,358,QUAD,0.406400
359,359,DRIFT,0.158300
360,360,BPM,0.000000
361,361,DRIFT,0.263500
362,362,DRIFT,0.005000
363,363,SEXT,0.190000
364,364,DRIFT,0.005000
365,365,DRIFT,0.195200
366,366,QUAD,0.407600
367,367,DRIFT,0.118700
368,368,BPM,0.000000
369,369,DRIFT,0.116000
370,370,DRIFT,0.005000
371,371,SEXT,0.290000
372,372,DRIFT,0.005000
373,373,DRIFT,0.234700
374,374,QUAD,0.407600
375,375,DRIFT,0.195200
376,376,DRIFT,0.005000
377,377,SEXT,0.190000
378,378,DRIFT,0.005000
379,379,DRIFT,0.421800
380,380,QUAD,0.406400
381,381,DRIFT,0.101800
382,382,BPM,0.000000
383,383,DRIFT,0.484000
384,384,BEND,0.933000
385,385,DRIFT,0.669000
386,386,DRIFT,0.005000
387,387,SEXT,0.290000
388,388,DRIFT,0.005000
389,389,DRIFT,0.196500
390,390,QUAD,0.307000
391,391,DRIFT,0.173000
392,392,BPM,0.000000
393,393,DRIFT,0.285350
394,394,QUAD,0.606300
395,395,DRIFT,0.231850
396,396,DRIFT,0.005000
397,397,SEXT,0.290000
398,398,DRIFT,0.005000
399,399,DRIFT,0.146800
400,400,QUAD,0.406400
401,401,DRIFT,1.288300
402,402,BPM,0.000000
403,403,DRIFT,0.002500
404,404,DRIFT,1.172500
405,405,DRIFT,0.150000
406,406,HTRIM,0.000000
407,407,VTRIM,0.000000
408,408,DRIFT,0.150000
409,409,DRIFT,2.905000
410,410,source,0.000000
411,411,DRIFT,2.905000
412,412,DRIFT,0.150000
413,413,HTRIM,0.000000
414,414,VTRIM,0.000000
415,415,DRIFT,0.150000
416,416,AP,0.000000
417,417,DRIFT,1.172500
418,418,DRIFT,0.002500
419,419,BPM,0.000000
420,420,DRIFT,1.288300
421,421,QUAD,0.406400
422,422,DRIFT,0.146800
423,423,DRIFT,0.005000
424,424,SEXT,0.290000
425,425,DRIFT,0.005000
426,426,DRIFT,0.231850
427,427,QUAD,0.606300
428,428,DRIFT,0.458350
429,429,QUAD,0.307000
430,430,DRIFT,0.196500
431,431,DRIFT,0.005000
432,432,SEXT,0.290000
433,433,DRIFT,0.005000
434,434,DRIFT,0.185000
435,435,BPM,0.000000
436,436,DRIFT,0.484000
437,437,BEND,0.933000
438,438,DRIFT,0.585800
439,439,QUAD,0.406400
440,440,DRIFT,0.158300
441,441,BPM,0.000000
442,442,DRIFT,0.263500
443,443,DRIFT,0.005000
444,444,SEXT,0.190000
445,445,DRIFT,0.005000
446,446,DRIFT,0.195200
447,447,QUAD,0.407600
448,448,DRIFT,0.118700
449,449,BPM,0.000000
450,450,DRIFT,0.116000
451,451,DRIFT,0.005000
452,452,SEXT,0.290000
453,453,DRIFT,0.005000
454,454,DRIFT,0.234700
455,455,QUAD,0.407600
456,456,DRIFT,0.195200
457,457,DRIFT,0.005000
458,458,SEXT,0.190000
459,459,DRIFT,0.005000
460,460,DRIFT,0.421800
461,461,QUAD,0.406400
462,462,DRIFT,0.101800
463,463,BPM,0.000000
464,464,DRIFT,0.484000
465,465,BEND,0.933000
466,466,DRIFT,0.669000
467,467,DRIFT,0.005000
468,468,SEXT,0.290000
469,469,DRIFT,0.005000
470,470,DRIFT,0.196500
471,471,QUAD,0.307000
472,472,DRIFT,0.173000
473,473,BPM,0.000000
474,474,DRIFT,0.285350
475,475,QUAD,0.606300
476,476,DRIFT,0.231850
477,477,DRIFT,0.005000
478,478,SEXT,0.290000
479,479,DRIFT,0.005000
480,480,DRIFT,0.146800
481,481,QUAD,0.406400
482,482,DRIFT,1.288300
483,483,BPM,0.000000
484,484,DRIFT,0.002500
485,485,DRIFT,0.465500
486,486,DRIFT,0.075000
487,487,HTRIM,0.000000
488,488,VTRIM,0.000000
489,489,DRIFT,0.075000
490,490,DRIFT,1.056000
491,491,source,0.000000
492,492,DRIFT,1.056000
493,493,DRIFT,0.075000
494,494,HTRIM,0.000000
495,495,VTRIM,0.000000
496,496,DRIFT,0.075000
497,497,DRIFT,0.075000
498,498,HTRIM,0.000000
499,499,VTRIM,0.000000
500,500,DRIFT,0.075000
501,501,DRIFT,1.056000
502,502,source,0.000000
503,503,DRIFT,1.056000
504,504,DRIFT,0.075000
505,505,HTRIM,0.000000
506,506,VTRIM,0.000000
507,507,DRIFT,0.075000
508,508,DRIFT,0.465500
509,509,DRIFT,0.002500
510,510,BPM,0.000000
511,511,DRIFT,1.288300
512,512,QUAD,0.406400
513,513,DRIFT,0.146800
514,514,DRIFT,0.005000
515,515,SEXT,0.290000
516,516,DRIFT,0.005000
517,517,DRIFT,0.231850
518,518,QUAD,0.606300
519,519,DRIFT,0.458350
520,520,QUAD,0.307000
521,521,DRIFT,0.196500
522,522,DRIFT,0.005000
523,523,SEXT,0.290000
524,524,DRIFT,0.005000
525,525,DRIFT,0.185000
526,526,BPM,0.000000
527,527,DRIFT,0.484000
528,528,BEND,0.933000
529,529,DRIFT,0.585800
530,530,QUAD,0.406400
531,531,DRIFT,0.158300
532,532,BPM,0.000000
533,533,DRIFT,0.263500
534,534,DRIFT,0.005000
535,535,SEXT,0.190000
536,536,DRIFT,0.005000
537,537,DRIFT,0.195200
538,538,QUAD,0.407600
539,539,DRIFT,0.118700
540,540,BPM,0.000000
541,541,DRIFT,0.116000
542,542,DRIFT,0.005000
543,543,SEXT,0.290000
544,544,DRIFT,0.005000
545,545,DRIFT,0.234700
546,546,QUAD,0.407600
547,547,DRIFT,0.195200
548,548,DRIFT,0.005000
549,549,SEXT,0.190000
550,550,DRIFT,0.005000
551,551,DRIFT,0.421800
552,552,QUAD,0.406400
553,553,DRIFT,0.101800
554,554,BPM,0.000000
555,555,DRIFT,0.484000
556,556,BEND,0.933000
557,557,DRIFT,0.669000
558,558,DRIFT,0.005000
559,559,SEXT,0.290000
560,560,DRIFT,0.005000
561,561,DRIFT,0.196500
562,562,QUAD,0.307000
563,563,DRIFT,0.173000
564,564,BPM,0.000000
565,565,DRIFT,0.285350
566,566,QUAD,0.606300
567,567,DRIFT,0.231850
568,568,DRIFT,0.005000
569,569,SEXT,0.290000
570,570,DRIFT,0.005000
571,571,DRIFT,0.146800
572,572,QUAD,0.406400
573,573,DRIFT,1.288300
574,574,BPM,0.000000
575,575,DRIFT,0.002500
576,576,DRIFT,1.219500
577,577,DRIFT,0.050000
578,578,HCHICA,0.000000
579,579,DRIFT,0.050000
580,580,DRIFT,0.280500
581,581,DRIFT,0.150000
582,582,HTRIM,0.000000
583,583,VTRIM,0.000000
584,584,DRIFT,0.150000
585,585,DRIFT,0.977500
586,586,source,0.000000
587,587,DRIFT,0.977500
588,588,DRIFT,0.150000
589,589,HTRIM,0.000000
590,590,VTRIM,0.000000
591,591,DRIFT,0.150000
592,592,DRIFT,0.054000
593,593,DRIFT,0.050000
594,594,HCHICA,0.000000
595,595,DRIFT,0.050000
596,596,DRIFT,0.907000
597,597,DRIFT,0.050000
598,598,HCHICA,0.000000
599,599,DRIFT,0.050000
600,600,DRIFT,0.439000
601,601,DRIFT,0.002500
602,602,BPM,0.000000
603,603,DRIFT,1.288300
604,604,QUAD,0.406400
605,605,DRIFT,0.146800
606,606,DRIFT,0.005000
607,607,SEXT,0.290000
608,608,DRIFT,0.005000
609,609,DRIFT,0.231850
610,610,QUAD,0.606300
611,611,DRIFT,0.458350
612,612,QUAD,0.307000
613,613,DRIFT,0.196500
614,614,DRIFT,0.005000
615,615,SEXT,0.290000
616,616,DRIFT,0.005000
617,617,DRIFT,0.185000
618,618,BPM,0.000000
619,619,DRIFT,0.484000
620,620,BEND,0.933000
621,621,DRIFT,0.585800
622,622,QUAD,0.406400
623,623,DRIFT,0.158300
624,624,BPM,0.000000
625,625,DRIFT,0.263500
626,626,DRIFT,0.005000
627,627,SEXT,0.190000
628,628,DRIFT,0.005000
629,629,DRIFT,0.195200
630,630,QUAD,0.407600
631,631,DRIFT,0.118700
632,632,BPM,0.000000
633,633,DRIFT,0.116000
634,634,DRIFT,0.005000
635,635,SEXT,0.290000
636,636,DRIFT,0.005000
637,637,DRIFT,0.234700
638,638,QUAD,0.407600
639,639,DRIFT,0.195200
640,640,DRIFT,0.005000
641,641,SEXT,0.190000
642,642,DRIFT,0.005000
643,643,DRIFT,0.421800
644,644,QUAD,0.406400
645,645,DRIFT,0.101800
646,646,BPM,0.000000
647,647,DRIFT,0.484000
648,648,source,0.000000
649,649,BEND,0.933000
650,650,DRIFT,0.669000
651,651,DRIFT,0.005000
652,652,SEXT,0.290000
653,653,DRIFT,0.005000
654,654,DRIFT,0.196500
655,655,QUAD,0.307000
656,656,DRIFT,0.173000
657,657,BPM,0.000000
658,658,DRIFT,0.285350
659,659,QUAD,0.606300
660,660,DRIFT,0.231850
661,661,DRIFT,0.005000
662,662,SEXT,0.290000
663,663,DRIFT,0.005000
664,664,DRIFT,0.146800
665,665,QUAD,0.406400
666,666,DRIFT,1.288300
667,667,BPM,0.000000
668,668,DRIFT,0.002500
669,669,DRIFT,0.150000
670,670,HTRIM,0.000000
671,671,VTRIM,0.000000
672,672,DRIFT,0.150000
673,673,DRIFT,2.577500
674,674,source,0.000000
675,675,DRIFT,2.577500
676,676,DRIFT,0.150000
677,677,HTRIM,0.000000
678,678,VTRIM,0.000000
679,679,DRIFT,0.150000
680,680,DRIFT,0.002500
681,681,BPM,0.000000
682,682,DRIFT,1.288300
683,683,QUAD,0.406400
684,684,DRIFT,0.146800
685,685,DRIFT,0.005000
686,686,SEXT,0.290000
687,687,DRIFT,0.005000
688,688,DRIFT,0.231850
689,689,QUAD,0.606300
690,690,DRIFT,0.458350
691,691,QUAD,0.307000
692,692,DRIFT,0.196500
693,693,DRIFT,0.005000
694,694,SEXT,0.290000
695,695,DRIFT,0.005000
696,696,DRIFT,0.185000
697,697,BPM,0.000000
698,698,DRIFT,0.484000
699,699,BEND,0.933000
700,700,DRIFT,0.585800
701,701,QUAD,0.406400
702,702,DRIFT,0.158300
703,703,BPM,0.000000
704,704,DRIFT,0.263500
705,705,DRIFT,0.005000
706,706,SEXT,0.190000
707,707,DRIFT,0.005000
708,708,DRIFT,0.195200
709,709,QUAD,0.407600
710,710,DRIFT,0.118700
711,711,BPM,0.000000
712,712,DRIFT,0.116000
713,713,DRIFT,0.005000
714,714,SEXT,0.290000
715,715,DRIFT,0.005000
716,716,DRIFT,0.234700
717,717,QUAD,0.407600
718,718,DRIFT,0.195200
719,719,DRIFT,0.005000
720,720,SEXT,0.190000
721,721,DRIFT,0.005000
722,722,DRIFT,0.421800
723,723,QUAD,0.406400
724,724,DRIFT,0.101800
725,725,BPM,0.000000
726,726,DRIFT,0.484000
727,727,BEND,0.933000
728,728,DRIFT,0.669000
729,729,DRIFT,0.005000
730,730,SEXT,0.290000
731,731,DRIFT,0.005000
732,732,DRIFT,0.196500
733,733,QUAD,0.307000
734,734,DRIFT,0.173000
735,735,BPM,0.000000
736,736,DRIFT,0.285350
737,737,QUAD,0.606300
738,738,DRIFT,0.231850
739,739,DRIFT,0.005000
740,740,SEXT,0.290000
741,741,DRIFT,0.005000
742,742,DRIFT,0.146800
743,743,QUAD,0.406400
744,744,DRIFT,0.288340
745,745,QUAD,0.300000
746,746,DRIFT,0.152700
747,747,DRIFT,0.050000
748,748,HCHICA,0.000000
749,749,DRIFT,0.050000
750,750,DRIFT,0.310760
751,751,BPM,0.000000
752,752,DRIFT,0.150000
753,753,HTRIM,0.000000
754,754,VTRIM,0.000000
755,755,DRIFT,0.150000
756,756,DRIFT,1.202995
757,757,source,0.000000
758,758,DRIFT,1.202995
759,759,DRIFT,0.150000
760,760,HTRIM,0.000000
761,761,VTRIM,0.000000
762,762,DRIFT,0.150000
763,763,BPM,0.000000
764,764,DRIFT,0.260100
765,765,DRIFT,0.564080
766,766,DRIFT,0.050000
767,767,HCHICA,0.000000
768,768,DRIFT,0.050000
769,769,DRIFT,0.386070
770,770,QUAD,0.600000
771,771,DRIFT,0.200000
772,772,QUAD,0.400000
773,773,DRIFT,0.092530
774,774,BPM,0.000000
775,775,DRIFT,0.080890
776,776,DRIFT,0.150000
777,777,HTRIM,0.000000
778,778,VTRIM,0.000000
779,779,DRIFT,0.150000
780,780,DRIFT,1.426070
781,781,source,0.000000
782,782,DRIFT,1.426070
783,783,DRIFT,0.150000
784,784,HTRIM,0.000000
785,785,VTRIM,0.000000
786,786,DRIFT,0.150000
787,787,BPM,0.000000
788,788,DRIFT,0.308440
789,789,DRIFT,0.050000
790,790,HCHICA,0.000000
791,791,DRIFT,0.050000
792,792,DRIFT,0.137760
793,793,QUAD,0.300000
794,794,DRIFT,0.196800
795,795,QUAD,0.406400
796,796,DRIFT,0.146800
797,797,DRIFT,0.005000
798,798,SEXT,0.290000
799,799,DRIFT,0.005000
800,800,DRIFT,0.231850
801,801,QUAD,0.606300
802,802,DRIFT,0.458350
803,803,QUAD,0.307000
804,804,DRIFT,0.196500
805,805,DRIFT,0.005000
806,806,SEXT,0.290000
807,807,DRIFT,0.005000
808,808,DRIFT,0.185000
809,809,BPM,0.000000
810,810,DRIFT,0.484000
811,811,BEND,0.933000
812,812,DRIFT,0.585800
813,813,QUAD,0.406400
814,814,DRIFT,0.158300
815,815,BPM,0.000000
816,816,DRIFT,0.263500
817,817,DRIFT,0.005000
818,818,SEXT,0.190000
819,819,DRIFT,0.005000
820,820,DRIFT,0.195200
821,821,QUAD,0.407600
822,822,DRIFT,0.118700
823,823,BPM,0.000000
824,824,DRIFT,0.116000
825,825,DRIFT,0.005000
826,826,SEXT,0.290000
827,827,DRIFT,0.005000
828,828,DRIFT,0.234700
829,829,QUAD,0.407600
830,830,DRIFT,0.195200
831,831,DRIFT,0.005000
832,832,SEXT,0.190000
833,833,DRIFT,0.005000
834,834,DRIFT,0.421800
835,835,QUAD,0.406400
836,836,DRIFT,0.101800
837,837,BPM,0.000000
838,838,DRIFT,0.484000
839,839,BEND,0.933000
840,840,DRIFT,0.669000
841,841,DRIFT,0.005000
842,842,SEXT,0.290000
843,843,DRIFT,0.005000
844,844,DRIFT,0.196500
845,845,QUAD,0.307000
846,846,DRIFT,0.173000
847,847,BPM,0.000000
848,848,DRIFT,0.285350
849,849,QUAD,0.606300
850,850,DRIFT,0.231850
851,851,DRIFT,0.005000
852,852,SEXT,0.290000
853,853,DRIFT,0.005000
854,854,DRIFT,0.146800
855,855,QUAD,0.406400
856,856,DRIFT,0.150600
857,857,BPM,0.000000
858,858,DRIFT,0.234100
859,859,DRIFT,0.050000
860,860,HCHICA,0.000000
861,861,DRIFT,0.050000
862,862,DRIFT,0.727600
863,863,DRIFT,0.050000
864,864,HCHICA,0.000000
865,865,DRIFT,0.050000
866,866,DRIFT,0.539000
867,867,DRIFT,0.150000
868,868,HTRIM,0.000000
869,869,VTRIM,0.000000
870,870,DRIFT,0.150000
871,871,DRIFT,0.785000
872,872,source,0.000000
873,873,DRIFT,0.785000
874,874,DRIFT,0.150000
875,875,HTRIM,0.000000
876,876,VTRIM,0.000000
877,877,DRIFT,0.150000
878,878,DRIFT,0.059500
879,879,BPM10,0.000000
880,880,DRIFT,0.037500
881,881,DRIFT,0.050000
882,882,HCHICA,0.000000
883,883,DRIFT,0.050000
884,884,DRIFT,0.037500
885,885,BPM10,0.000000
886,886,DRIFT,0.059500
887,887,DRIFT,0.150000
888,888,HTRIM,0.000000
889,889,VTRIM,0.000000
890,890,DRIFT,0.150000
891,891,DRIFT,0.785000
892,892,source,0.000000
893,893,DRIFT,0.785000
894,894,DRIFT,0.150000
895,895,HTRIM,0.000000
896,896,VTRIM,0.000000
897,897,DRIFT,0.150000
898,898,DRIFT,0.539000
899,899,DRIFT,0.050000
900,900,HCHICA,0.000000
901,901,DRIFT,0.050000
902,902,DRIFT,0.727600
903,903,DRIFT,0.050000
904,904,HCHICA,0.000000
905,905,DRIFT,0.050000
906,906,DRIFT,0.234600
907,907,BPM,0.000000
908,908,DRIFT,0.150100
909,909,QUAD,0.406400
910,910,DRIFT,0.146800
911,911,DRIFT,0.005000
912,912,SEXT,0.290000
913,913,DRIFT,0.005000
914,914,DRIFT,0.231850
915,915,QUAD,0.606300
916,916,DRIFT,0.458350
917,917,QUAD,0.307000
918,918,DRIFT,0.196500
919,919,DRIFT,0.005000
920,920,SEXT,0.290000
921,921,DRIFT,0.005000
922,922,DRIFT,0.185000
923,923,BPM,0.000000
924,924,DRIFT,0.484000
925,925,BEND,0.933000
926,926,DRIFT,0.585800
927,927,QUAD,0.406400
928,928,DRIFT,0.158300
929,929,BPM,0.000000
930,930,DRIFT,0.263500
931,931,DRIFT,0.005000
932,932,SEXT,0.190000
933,933,DRIFT,0.005000
934,934,DRIFT,0.195200
935,935,QUAD,0.407600
936,936,DRIFT,0.118700
937,937,BPM,0.000000
938,938,DRIFT,0.116000
939,939,DRIFT,0.005000
940,940,SEXT,0.290000
941,941,DRIFT,0.005000
942,942,DRIFT,0.234700
943,943,QUAD,0.407600
944,944,DRIFT,0.195200
945,945,DRIFT,0.005000
946,946,SEXT,0.190000
947,947,DRIFT,0.005000
948,948,DRIFT,0.421800
949,949,QUAD,0.406400
950,950,DRIFT,0.101800
951,951,BPM,0.000000
952,952,DRIFT,0.484000
953,953,BEND,0.933000
954,954,DRIFT,0.669000
955,955,DRIFT,0.005000
956,956,SEXT,0.290000
957,957,DRIFT,0.005000
958,958,DRIFT,0.196500
959,959,QUAD,0.307000
960,960,DRIFT,0.173000
